file,truth,pred_label,pred_prob,p_Positive,p_Negative
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00305.jpg,negative,Negative,1.0,1.9864250337258164e-15,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00306.jpg,negative,Negative,1.0,2.0798815896993491e-38,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00307.jpg,negative,Negative,1.0,6.032265908713386e-38,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00308.jpg,negative,Negative,1.0,1.5537284661089717e-32,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00309.jpg,negative,Negative,1.0,6.392830168297927e-26,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00310.jpg,negative,Negative,1.0,4.876235318962392e-30,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00312.jpg,negative,Negative,1.0,1.2164101367698477e-22,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00313.jpg,negative,Negative,1.0,5.4657414011449745e-11,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00314.jpg,negative,Negative,1.0,1.9513939799773175e-24,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00338.jpg,negative,Negative,1.0,5.857450146581057e-32,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00339.jpg,negative,Negative,1.0,3.793710285963588e-28,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00340.jpg,negative,Negative,1.0,1.6481049578754744e-30,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00341.jpg,negative,Negative,1.0,7.947602905671423e-26,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00342.jpg,negative,Negative,1.0,3.808805484126452e-28,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00343.jpg,negative,Negative,1.0,4.484965836637003e-18,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00344.jpg,negative,Negative,1.0,7.0192896518235625e-37,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00364.jpg,negative,Negative,1.0,1.2015694862466909e-29,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00365.jpg,negative,Negative,1.0,4.765584582662396e-38,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00366.jpg,negative,Negative,1.0,7.342462151676835e-32,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00367.jpg,negative,Negative,1.0,6.589106045195381e-38,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00368.jpg,negative,Negative,1.0,2.287124700984649e-26,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00386.jpg,negative,Negative,1.0,0.0,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00387.jpg,negative,Negative,1.0,5.3554422585984897e-20,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00388.jpg,negative,Negative,1.0,4.138267037290174e-29,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00389.jpg,negative,Negative,1.0,1.8922391886160115e-36,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00390.jpg,negative,Negative,1.0,2.744706934906956e-37,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00391.jpg,negative,Negative,1.0,1.6911042953113739e-25,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00392.jpg,negative,Negative,1.0,1.2996227926871984e-29,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00408.jpg,negative,Negative,1.0,4.733037509136809e-19,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00409.jpg,negative,Negative,1.0,1.149113835853301e-25,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00410.jpg,negative,Negative,1.0,7.81193838297717e-29,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00411.jpg,negative,Negative,1.0,6.801929353962566e-14,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00412.jpg,negative,Negative,1.0,2.73061958633868e-29,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00413.jpg,negative,Negative,1.0,2.4386153543853792e-29,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00414.jpg,negative,Negative,1.0,6.078266489737204e-27,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00432.jpg,negative,Negative,1.0,2.6420908460675183e-27,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00433.jpg,negative,Negative,1.0,5.240927231514044e-29,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00434.jpg,negative,Negative,1.0,3.091675695239397e-27,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00435.jpg,negative,Negative,1.0,1.427842079559657e-35,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00436.jpg,negative,Negative,1.0,9.208658479598648e-19,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00437.jpg,negative,Negative,1.0,1.5084220926418387e-30,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00438.jpg,negative,Negative,1.0,2.257750934765601e-30,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00439.jpg,negative,Negative,1.0,1.7771440723448586e-24,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00440.jpg,negative,Negative,1.0,1.6023872700208465e-19,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00441.jpg,negative,Negative,1.0,1.1259085362523668e-17,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00442.jpg,negative,Negative,0.876788854598999,0.12321116030216217,0.876788854598999
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00456.jpg,negative,Negative,1.0,3.800726955383027e-10,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00457.jpg,negative,Negative,0.999990701675415,9.319724085798953e-06,0.999990701675415
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00458.jpg,negative,Negative,1.0,1.848829609971425e-20,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00459.jpg,negative,Negative,1.0,9.068803485945409e-10,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00460.jpg,negative,Negative,1.0,1.4639799202602647e-19,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00461.jpg,negative,Negative,1.0,1.1479860526853616e-28,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00462.jpg,negative,Negative,1.0,6.239349175836938e-29,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00463.jpg,negative,Negative,1.0,6.477763678845404e-27,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00464.jpg,negative,Negative,1.0,2.5747231128304734e-33,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00465.jpg,negative,Negative,1.0,2.26725058307277e-25,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00466.jpg,negative,Negative,1.0,2.7446435160626343e-30,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00467.jpg,negative,Negative,1.0,7.678208744816913e-17,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00468.jpg,negative,Negative,1.0,2.9638817442001475e-12,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00469.jpg,negative,Negative,1.0,5.1825605412226266e-20,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00542.jpg,negative,Negative,0.9996461868286133,0.0003537900047376752,0.9996461868286133
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00544.jpg,negative,Negative,1.0,6.31500199355095e-11,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00545.jpg,negative,Negative,1.0,9.316647902406852e-32,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00546.jpg,negative,Negative,1.0,1.4288587821316183e-38,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00547.jpg,negative,Negative,1.0,4.2633760107148575e-31,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00548.jpg,negative,Negative,1.0,2.007588955144114e-21,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00549.jpg,negative,Negative,1.0,2.1601868839150014e-23,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00550.jpg,negative,Negative,1.0,1.8981564938452164e-25,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00551.jpg,negative,Negative,1.0,1.2353283209253889e-25,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00552.jpg,negative,Negative,1.0,3.559783883025459e-21,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00553.jpg,negative,Negative,1.0,6.014143467156798e-21,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00554.jpg,negative,Negative,1.0,8.102041286574452e-25,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00555.jpg,negative,Negative,1.0,4.066656147132996e-29,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00556.jpg,negative,Negative,1.0,1.646862535231719e-09,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00557.jpg,negative,Negative,1.0,3.646819859390031e-19,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00558.jpg,negative,Negative,1.0,8.255971427340025e-12,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00559.jpg,negative,Negative,0.9999996423721313,3.439502052060561e-07,0.9999996423721313
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00560.jpg,negative,Negative,0.9998407363891602,0.00015926474588923156,0.9998407363891602
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00561.jpg,negative,Negative,1.0,6.436606803106315e-11,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00562.jpg,negative,Negative,0.9996986389160156,0.00030144350603222847,0.9996986389160156
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00563.jpg,negative,Negative,1.0,1.3550339739154538e-09,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00564.jpg,negative,Negative,1.0,6.165188036413916e-18,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00565.jpg,negative,Negative,1.0,3.020878817166928e-17,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00570.jpg,negative,Negative,1.0,1.5897312220965187e-13,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00571.jpg,negative,Negative,1.0,1.8908677878965586e-29,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00572.jpg,negative,Negative,1.0,1.267944765942708e-28,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00573.jpg,negative,Negative,1.0,4.537558657450935e-32,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00574.jpg,negative,Negative,1.0,6.027861562619764e-34,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00575.jpg,negative,Negative,1.0,6.188781691979228e-12,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00576.jpg,negative,Negative,1.0,3.129145093518543e-20,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00577.jpg,negative,Negative,1.0,3.630323055242078e-23,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00578.jpg,negative,Negative,1.0,3.350211818034521e-13,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00579.jpg,negative,Negative,1.0,8.600038671780709e-17,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00580.jpg,negative,Negative,1.0,2.0154613655093412e-14,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00581.jpg,negative,Negative,1.0,4.971566900603638e-26,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00582.jpg,negative,Negative,1.0,2.07669979354093e-18,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00583.jpg,negative,Negative,1.0,1.1905541966978472e-31,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00584.jpg,negative,Negative,1.0,4.804520378141582e-15,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00585.jpg,negative,Negative,1.0,2.766006148388772e-19,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00586.jpg,negative,Negative,0.9999991655349731,8.83402890394791e-07,0.9999991655349731
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00587.jpg,negative,Negative,1.0,5.056480920740078e-29,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00588.jpg,negative,Negative,1.0,7.156335202401288e-16,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00589.jpg,negative,Negative,1.0,1.2428349733880523e-24,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00590.jpg,negative,Negative,1.0,3.251777102794562e-14,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00591.jpg,negative,Negative,0.99988853931427,0.00011147946497658268,0.99988853931427
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00592.jpg,negative,Negative,1.0,7.976205416634907e-13,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00593.jpg,negative,Negative,0.9999957084655762,4.350926246843301e-06,0.9999957084655762
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00594.jpg,negative,Negative,1.0,2.516795799545335e-12,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00595.jpg,negative,Negative,1.0,5.476147868499481e-10,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00596.jpg,negative,Negative,1.0,1.2481531074263943e-14,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00597.jpg,negative,Negative,1.0,5.611185005679163e-15,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00598.jpg,negative,Negative,0.9997065663337708,0.0002933781361207366,0.9997065663337708
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00599.jpg,negative,Negative,1.0,8.698324838185556e-10,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00600.jpg,negative,Negative,0.9999217987060547,7.822112820576876e-05,0.9999217987060547
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00601.jpg,negative,Negative,0.994548499584198,0.005451443139463663,0.994548499584198
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00602.jpg,negative,Negative,0.627712607383728,0.37228742241859436,0.627712607383728
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00603.jpg,negative,Negative,1.0,2.78552024162988e-27,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00604.jpg,negative,Negative,1.0,1.0227853154696757e-30,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00605.jpg,negative,Negative,1.0,5.932925049414982e-23,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00606.jpg,negative,Negative,1.0,1.4613485985171147e-31,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00607.jpg,negative,Negative,1.0,3.8694496476978034e-28,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00608.jpg,negative,Negative,1.0,2.5065954683632234e-24,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00609.jpg,negative,Negative,1.0,1.1720400312168616e-13,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00610.jpg,negative,Negative,1.0,8.209336928682389e-19,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00611.jpg,negative,Negative,1.0,5.6038792993598e-19,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00612.jpg,negative,Negative,1.0,5.574954336030663e-16,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00613.jpg,negative,Negative,1.0,1.0480440300331129e-13,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00614.jpg,negative,Negative,1.0,5.153828033390072e-23,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00615.jpg,negative,Negative,1.0,2.125077685884799e-35,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00616.jpg,negative,Negative,1.0,4.091146250446519e-22,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00617.jpg,negative,Negative,1.0,4.934757463770367e-12,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00618.jpg,negative,Negative,1.0,3.77949191925394e-23,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00619.jpg,negative,Negative,1.0,5.745073167195969e-11,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00620.jpg,negative,Negative,1.0,6.163070115569232e-26,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00621.jpg,negative,Negative,1.0,3.94450361911306e-28,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00622.jpg,negative,Negative,1.0,5.470533422959056e-13,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00623.jpg,negative,Negative,1.0,3.4009808553105755e-15,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00624.jpg,negative,Negative,1.0,1.6347350415842547e-17,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00625.jpg,negative,Negative,1.0,3.5788077042350714e-27,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00626.jpg,negative,Negative,1.0,2.1660108151505254e-17,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00627.jpg,negative,Negative,1.0,2.348321363754291e-11,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00628.jpg,negative,Negative,1.0,1.8129279862970416e-24,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00629.jpg,negative,Negative,1.0,1.1404642184245032e-15,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00630.jpg,negative,Negative,1.0,6.682147863516128e-25,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00631.jpg,negative,Negative,1.0,1.1945955062414377e-36,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00632.jpg,negative,Negative,1.0,0.0,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00633.jpg,negative,Negative,1.0,7.111671286533456e-25,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00634.jpg,negative,Negative,1.0,3.075697230213148e-22,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00635.jpg,negative,Negative,1.0,4.4862629236530616e-12,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00636.jpg,negative,Negative,1.0,3.4878051141252805e-20,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00637.jpg,negative,Negative,1.0,5.2855760657166684e-08,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00638.jpg,negative,Negative,1.0,7.158786896610536e-10,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00639.jpg,negative,Negative,1.0,4.154422558591333e-26,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00640.jpg,negative,Negative,1.0,2.0987707492277437e-23,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00641.jpg,negative,Negative,1.0,7.151927006990507e-20,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00642.jpg,negative,Negative,1.0,3.3366107453026625e-16,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00643.jpg,negative,Negative,1.0,5.013264024695879e-15,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00644.jpg,negative,Negative,0.9999454021453857,5.461843466036953e-05,0.9999454021453857
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00645.jpg,negative,Negative,1.0,2.3045006551344383e-33,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00646.jpg,negative,Negative,1.0,3.792282723733566e-18,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00647.jpg,negative,Negative,1.0,4.8896045597605906e-17,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00648.jpg,negative,Negative,1.0,3.1495273407997324e-20,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00649.jpg,negative,Negative,1.0,2.5590047170852598e-20,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00650.jpg,negative,Negative,1.0,4.3489320073991176e-27,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00651.jpg,negative,Negative,1.0,3.598656474809031e-13,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00652.jpg,negative,Negative,1.0,2.423311763606698e-16,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00653.jpg,negative,Negative,1.0,2.952751531299443e-29,1.0
/Users/yechank/Desktop/mm/project/CRC_Screening_Tool_v3/sample_data/tiles/negative/371528571__00654.jpg,negative,Negative,1.0,2.693986800274581e-26,1.0
